시설명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,전화번호,설치년도,설치목적,데이터기준일자,제공기관코드,제공기관명
거제배수펌프장,부산광역시,연제구,부산광역시 연제구 반송로 107,부산광역시 연제구 거제동 630,35.1928257,129.0899754799,051-665-5041,2017,내수배제,2024-07-29,3370000,부산광역시 연제구
신금로배수펌프장,부산광역시,연제구,부산광역시 연제구 온천천남로 39,부산광역시 연제구 연산동 503-1,35.1924816000,129.0951416,051-665-5042,2022,내수배제,2024-07-29,3370000,부산광역시 연제구
연산4동배수펌프장,부산광역시,연제구,부산광역시 연제구 중앙대로 1164,부산광역세 연제구 연산동 578-1,35.1913830979,129.0812578364,051-665-5041,2010,내수배제,2024-07-29,3370000,부산광역시 연제구
연산9동배수펌프장,부산광역시,연제구,부산광역시 연제구 온천천남로 110,부산광역시 연제구 연산동 388-1,35.1907590700,129.1006281000,051-665-5042,2011,내수배제,2024-07-29,3370000,부산광역시 연제구
정보화지하차도배수펌프장,부산광역시,연제구,부산광역시 연제구 연산동 2180,부산광역시 연제구 연산동 2180,35.1831799554,129.1148835075,051-665-5042,2007,내수배제,2024-07-29,3370000,부산광역시 연제구
삼봉배수펌프장,충청남도,홍성군,,충청남도 홍성군 광천읍 광천리 378-3,36.4984790253,126.6261406787,,2007,배수펌프장은 우기시 가동되어 국민의 생명과 재산을 보호하는 중요한 방재시설물,2024-07-25,4600000,충청남도 홍성군
상촌배수펌프장,충청남도,홍성군,,충청남도 홍성군 갈산면 상촌리 174-58,36.6024967209,126.5512299220,,2009,배수펌프장은 우기시 가동되어 국민의 생명과 재산을 보호하는 중요한 방재시설물,2024-07-25,4600000,충청남도 홍성군
옥계배수펌프장,충청남도,홍성군,,충청남도 홍성군 장곡면 옥계리 28-15,36.4879204689,126.7436726905,,2017,배수펌프장은 우기시 가동되어 국민의 생명과 재산을 보호하는 중요한 방재시설물,2024-07-25,4600000,충청남도 홍성군
덕천빗물배수펌프장,경기도,안양시,경기도 안양시 만안구 안양천서로 190,경기도 안양시 만안구 안양동 250번지,37.3889322516,126.9410053190,,2000,침수예방,2024-07-01,3830000,경기도 안양시
덕천빗물배수펌프장(전기동),경기도,안양시,경기도 안양시 만안구 안양천서로 190,경기도 안양시 만안구 안양동 250번지,37.3889322516,126.9410053190,,2022,침수예방,2024-07-01,3830000,경기도 안양시
연현빗물배수펌프장,경기도,안양시,"경기도 안양시 만안구 연현로 128,(석수동)",경기도 안양시 만안구 석수동 358-2번지,37.435656,126.9017481624,,2000,침수예방,2024-07-01,3830000,경기도 안양시
박달빗물배수펌프장,경기도,안양시,경기도 안양시 만안구 양화로135번길 88,경기도 안양시 만안구 박달동 838-7번지,37.405076,126.9046522823,,2003,침수예방,2024-07-01,3830000,경기도 안양시
석수빗물배수펌프시설,경기도,안양시,,경기도 안양시 만안구 석수동 438-2,37.4304979251,126.898947,,2018,침수예방,2024-07-01,3830000,경기도 안양시
비산빗물펌프장,경기도,안양시,,경기도 안양시 동안구 비산동1116번지,37.396132,126.9405601,,2000,도시침수방지용,2024-07-01,3830000,경기도 안양시
가평배수펌프장,경기도,가평군,경기도 가평군 가평읍 가평제방길 97,경기도 가평군 가평읍 대곡리 11,37.8240774817,127.517831,,1995,도시침수방지,2024-07-25,4160000,경기도 가평군
청평배수펌프장,경기도,가평군,경기도 가평군 청평면 강변로 17,경기도 가평군 청평면 청평리 619-39,37.7347729479,127.4144689770,,1997,도시침수방지,2024-07-25,4160000,경기도 가평군
도청교 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 침산동 22-109,35.8877346444,128.5991758626,,,지하차도 침수방지,2024-07-25,3450000,대구광역시 북구
성북교 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 침산동 1662-20,35.8911077086,128.5946132917,,,지하차도 침수방지,2024-07-25,3450000,대구광역시 북구
침산교 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 침산동 663-8,35.8992083263,128.5930070097,,,지하차도 침수방지,2024-07-25,3450000,대구광역시 북구
대구역 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 칠성동2가 302-329,35.8761953010,128.6002329602,,,지하차도 침수방지,2024-07-25,3450000,대구광역시 북구
원대 지하차도 배수펌프장,대구광역시,북구,,대구광역시 중구 고성동2가 127-1,35.879248,128.580595,,,지하차도 침수방지,2024-07-25,3450000,대구광역시 북구
칠성 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 칠성동2가 302-99,35.8750799232,128.6009996350,,,지하차도 침수방지,2024-07-25,3450000,대구광역시 북구
매천 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 매천동 370,35.9039285779,128.5445190685,,,지하차도 침수방지,2024-07-25,3450000,대구광역시 북구
칠곡 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 태전동 940,35.9325261941,128.547992,,,지하차도 침수방지,2024-07-25,3450000,대구광역시 북구
무태 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 서변동 1282-6,35.9139559611,128.6001705199,,,지하차도 침수방지,2024-07-25,3450000,대구광역시 북구
고촌 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 서변동 1254-1,35.9152101174,128.5977955249,,,지하차도 침수방지,2024-07-25,3450000,대구광역시 북구
서변 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 서변동 1801,35.9215195129,128.5994927811,,,지하차도 침수방지,2024-07-25,3450000,대구광역시 북구
태평 지하차도 배수펌프장,대구광역시,북구,,대구광역시 북구 고성동1가1,35.8777557471,128.5887791768,,,지하차도 침수방지,2024-07-25,3450000,대구광역시 북구
문림 배수장,경상남도,합천군,,경상남도 합천군 율곡면 문림리 380-1,35.56801089,128.1968142,,1989,침수방지,2024-07-25,5480000,경상남도 합천군
두사 배수장,경상남도,합천군,,경상남도 합천군 율곡면 두사리 25-3,35.59969954,128.2276504,,2023,침수방지,2024-07-25,5480000,경상남도 합천군
북동 배수장,경상남도,합천군,경상남도 합천군 덕곡면 율지포두길 300-11,,35.64147616,128.3522335,,2004,침수방지,2024-07-25,5480000,경상남도 합천군
적포 배수장,경상남도,합천군,경상남도 합천군 청덕면 동부로 2117-10,,35.55849348,128.3492862,,2001,침수방지,2024-07-25,5480000,경상남도 합천군
대부 배수장,경상남도,합천군,,경상남도 합천군 청덕면 대부리 1293-4,35.54172514,128.3484864,,2001,침수방지,2024-07-25,5480000,경상남도 합천군
외삼학 배수장,경상남도,합천군,,경상남도 합천군 청덕면 삼학리 48-6,35.5784885,128.3558963,,2007,침수방지,2024-07-25,5480000,경상남도 합천군
덕연 배수장,경상남도,합천군,,경상남도 합천군 청덕면 미곡리 314,35.57528868,128.3383559,,2007,침수방지,2024-07-25,5480000,경상남도 합천군
광암 배수장,경상남도,합천군,경상남도 합천군 청덕면 앙진길 288-38,,35.51359115,128.368194,,2001,침수방지,2024-07-25,5480000,경상남도 합천군
대목 간이배수장,경상남도,합천군,,경상남도 합천군 대양면 대목리 433-3,35.52398249,128.1684657,,2004,침수방지,2024-07-25,5480000,경상남도 합천군
외촌 간이배수장,경상남도,합천군,,경상남도 합천군 쌍책면 성산리 272,35.57862413,128.2876506,,2010,침수방지,2024-07-25,5480000,경상남도 합천군
덕곡 상시배수장,경상남도,합천군,,경상남도 합천군 덕곡면 율지리 314-3,35.61661458,128.3488211,,2012,침수방지,2024-07-25,5480000,경상남도 합천군
병배 배수장,경상남도,합천군,,경상남도 합천군 덕곡면 병배리 71,35.61871662,128.3456406,,2014,침수방지,2024-07-25,5480000,경상남도 합천군
외토 배수장,경상남도,합천군,,경상남도 합천군 삼가면 외토리 1218-1,35.36911686,128.0894677,,2014,침수방지,2024-07-25,5480000,경상남도 합천군
외토2 배수장,경상남도,합천군,,경상남도 합천군 삼가면 외토리 1351-5,35.37069685,128.0815154,,2022,침수방지,2024-07-25,5480000,경상남도 합천군
토동 배수장,경상남도,합천군,,경상남도 합천군 삼가면 외토리 580,35.38732414,128.1019047,,2021,침수방지,2024-07-25,5480000,경상남도 합천군
용계 간이배수장,경상남도,합천군,,경상남도 합천군 삼가면 학리 1343,35.38721105,128.093003,,2016,침수방지,2024-07-25,5480000,경상남도 합천군
세안골뜰간이배수장,경상남도,합천군,,경상남도 합천군 대병면 성리 1373-3,35.51681005,128.0525753,,2020,침수방지,2024-07-25,5480000,경상남도 합천군
해곡배수장,경상남도,합천군,경상남도 합천군 용주면 해곡길 52,,35.53424658,128.1221576,,2021,침수방지,2024-07-25,5480000,경상남도 합천군
노리배수장,경상남도,합천군,경상남도 합천군 용주면 노리팔산길 52-31,,35.52363775,128.1189342,,2021,침수방지,2024-07-25,5480000,경상남도 합천군
임당배수펌프장,경상북도,경산시,경상북도 경산시 임당로 87,경상북도 경산시 임당동 124-5,35.8439488327,128.7435382330,053-810-5596,1994,집중호우 시 빗물을 군데로 모아 하천으로 펌프를 가동하여 물을 배출하여 침수에 대비하기 위함,2024-12-06,5130000,경상북도 경산시
청천배수펌프장,경상북도,경산시,경상북도 경산시 하양읍 남하제방길 326,경상북도 경산시 하양읍 청천리 527-151,35.8680551686,128.761511,053-810-5596,2004,집중호우 시 빗물을 군데로 모아 하천으로 펌프를 가동하여 물을 배출하여 침수에 대비하기 위함,2024-12-06,5130000,경상북도 경산시
부기배수펌프장,경상북도,경산시,경상북도 경산시 하양읍 하양로 11,경상북도 경산시 하양읍 금락리 192-39,35.8990765198,128.808311,053-810-5596,2020,집중호우 시 빗물을 군데로 모아 하천으로 펌프를 가동하여 물을 배출하여 침수에 대비하기 위함,2024-12-06,5130000,경상북도 경산시
거모빗물배수펌프장,경기도,시흥시,,경기도 안산시 단원구 신길동 198-4,37.3412805980,126.7727239070,,,침수방지,2024-12-06,4010000,경기도 시흥시
방산빗물배수펌프장,경기도,시흥시,,경기도 시흥시 방산동 19-3,37.432016,126.778412,,,침수방지,2024-12-06,4010000,경기도 시흥시
포동빗물배수펌프장,경기도,시흥시,,경기도 시흥시 포동 67-77,37.4017536589,126.7737883222,,,침수방지,2024-12-06,4010000,경기도 시흥시
미산뜰빗물배수펌프장,경기도,시흥시,,경기도 시흥시 미산동 405-2,37.4184213038,126.7997567413,,,침수방지,2024-12-06,4010000,경기도 시흥시
장안배수펌프장,부산광역시,기장군,부산광역시 기장군 장안읍 해맞이로 2,부산광역시 기장군 장안읍 좌천리 241-2,35.3118413792,129.2452972956,051-709-4685,2016,취락침수 예방,2024-12-05,3400000,부산광역시 기장군
장안간이배수펌프장,부산광역시,기장군,부산광역시 기장군 장안읍 해맞이로 2,부산광역시 기장군 장안읍 좌천리 242-28,35.3118413792,129.2452972956,051-709-4685,2016,취락침수 예방,2024-12-05,3400000,부산광역시 기장군
길천배수펌프장,부산광역시,기장군,부산광역시 기장군 장안읍 길천2길,부산광역시 기장군 장안읍 길천리 190-36,35.32712395,129.2819531,051-709-4685,2005,취락침수 예방,2024-12-05,3400000,부산광역시 기장군
무곡지하차도배수펌프장,부산광역시,기장군,부산광역시 기장군 기장읍 동뫼길 3,부산광역시 기장군 기장읍 청강리 385-26,35.2270257418,129.2144814909,051-709-4685,2015,차량침수 예방,2024-12-05,3400000,부산광역시 기장군
삼성2지하차도배수펌프장,부산광역시,기장군,부산광역시 기장군 일광읍 일광로 77-19,부산광역시 기장군 일광읍 삼성리 56-2,35.2643553,129.2325522937,051-709-4685,2020,차량침수 예방,2024-12-05,3400000,부산광역시 기장군
남항배수펌프장,부산광역시,영도구,부산광역시 영도구 남항서로 90,부산광역시 영도구 남항동2가 20-1,35.0885472222,129.036277,051-419-4678,2020,호우대응,2024-11-21,3280000,부산광역시 영도구
나불천배수펌프장,경상남도,진주시,,경상남도 진주시 인사동 181-7번지,35.18988353,128.0712819,055-749-8003,2024,침수 재난방지,2024-12-13,5310000,경상남도 진주시
상평배수펌프장,경상남도,진주시,,경상남도 진주시 초전동 2번지,35.19505645,128.1271273,055-749-8003,1992,침수 재난방지,2024-12-13,5310000,경상남도 진주시
장대배수펌프장,경상남도,진주시,,경상남도 진주시 옥봉남동 804-4번지,35.19037441,128.0916188,055-749-8003,1972,침수 재난방지,2024-12-13,5310000,경상남도 진주시
삼곡배수펌프장,경상남도,진주시,,경상남도 진주시 문산읍 삼곡리 1310-6,35.1644769,128.1577145,055-749-8003,2007,침수 재난방지,2024-12-13,5310000,경상남도 진주시
